activity_id,activity_name,activity_type,segment_id,segment_name,distance_m,avg_grade,elev_high,elev_low,start_lat,start_lng,end_lat,end_lng,starred
14859329053,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14859329053,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14849530931,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14849530931,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14827190315,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14827190315,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14765585964,Afternoon Run,root='Run',6983954,Pont Boieldieu - Pont Jeanne d'Arc,228.2,0.5,5.6,4.1,49.43798,1.091526,49.438684,1.088607,
14765585964,Afternoon Run,root='Run',24333209,Boieldieu > Flaubert,2136.5,0.0,4.5,3.7,49.437936,1.091455,49.444577,1.0642,
14765585964,Afternoon Run,root='Run',20264765,De Jeanne à Guillaume,537.4,0.0,11.1,11.1,49.4387,1.088324,49.440374,1.08138,
14765585964,Afternoon Run,root='Run',6219526,Pt. Jeanne D'Arc - Pt Guillaume le Conquérant,519.6,-0.7,6.2,1.5,49.438793,1.088258,49.440618,1.081674,
14765585964,Afternoon Run,root='Run',31847993,rouen,997.2,0.1,10.0,7.6,49.43916,1.086264,49.442847,1.073694,
14765585964,Afternoon Run,root='Run',31848263,IRunxASICS,1044.4,0.0,-66.0,-66.8,49.439353,1.085212,49.44324,1.072126,
14765585964,Afternoon Run,root='Run',6214992,P. Guillaume le Conquérant - P. Gustave-Flaubert ,1369.7,-0.1,4.0,-1.6,49.440676,1.080949,49.444485,1.064133,
14765585964,Afternoon Run,root='Run',26923503,To the gate - and back,3107.0,0.1,27.9,25.9,49.44226,1.075852,49.44228,1.075873,
14765585964,Afternoon Run,root='Run',6214990,P. Gustave-Flaubert - P. Guillaume le Conquérant,1353.3,0.1,4.7,-1.5,49.444591,1.064192,49.440758,1.081175,
14765585964,Afternoon Run,root='Run',22658370,Pt. Guillaume le Conquérant - Pt. Jeanne d'Arc,560.7,-0.1,2.9,-0.4,49.440693,1.081458,49.438695,1.08847,
14705674214,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14705674214,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14705674214,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14672412149,Afternoon Run,root='Run',13262340,rue des petites eaux ,1612.6,-0.1,17.8,10.0,49.438435,1.133888,49.441569,1.115287,
14672412149,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14672412149,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14672412149,Afternoon Run,root='Run',32156445,Bord St ex ,251.2,-0.2,107.4,105.8,49.439711,1.115318,49.439724,1.118531,
14672412149,Afternoon Run,root='Run',17220316,Tour St Ex 700M,732.1,-0.0,11.0,8.1,49.439616,1.116617,49.439624,1.116433,
14672412149,Afternoon Run,root='Run',21468475,400 m saint ex départ pompier sens horaire,393.3,0.1,10.9,8.3,49.440227,1.114947,49.440206,1.114867,
14599074552,Afternoon Run,root='Run',13262340,rue des petites eaux ,1612.6,-0.1,17.8,10.0,49.438435,1.133888,49.441569,1.115287,
14599074552,Afternoon Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14599074552,Afternoon Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14599074552,Afternoon Run,root='Run',32156445,Bord St ex ,251.2,-0.2,107.4,105.8,49.439711,1.115318,49.439724,1.118531,
14599074552,Afternoon Run,root='Run',17220316,Tour St Ex 700M,732.1,-0.0,11.0,8.1,49.439616,1.116617,49.439624,1.116433,
14599074552,Afternoon Run,root='Run',21468475,400 m saint ex départ pompier sens horaire,393.3,0.1,10.9,8.3,49.440227,1.114947,49.440206,1.114867,
14588937438,Lunch Run,root='Run',13262340,rue des petites eaux ,1612.6,-0.1,17.8,10.0,49.438435,1.133888,49.441569,1.115287,
14588937438,Lunch Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14588937438,Lunch Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14588937438,Lunch Run,root='Run',32156445,Bord St ex ,251.2,-0.2,107.4,105.8,49.439711,1.115318,49.439724,1.118531,
14588937438,Lunch Run,root='Run',17220316,Tour St Ex 700M,732.1,-0.0,11.0,8.1,49.439616,1.116617,49.439624,1.116433,
14588937438,Lunch Run,root='Run',21468475,400 m saint ex départ pompier sens horaire,393.3,0.1,10.9,8.3,49.440227,1.114947,49.440206,1.114867,
14559614406,Lunch Run,root='Run',13262340,rue des petites eaux ,1612.6,-0.1,17.8,10.0,49.438435,1.133888,49.441569,1.115287,
14559614406,Lunch Run,root='Run',17423013,robec sprint,342.1,-0.3,11.0,10.0,49.439213,1.126969,49.440369,1.122659,
14559614406,Lunch Run,root='Run',19200614,Try to catch the big fish,839.9,-0.1,17.7,14.1,49.439263,1.12683,49.441727,1.116123,
14559614406,Lunch Run,root='Run',32156445,Bord St ex ,251.2,-0.2,107.4,105.8,49.439711,1.115318,49.439724,1.118531,
14559614406,Lunch Run,root='Run',17220316,Tour St Ex 700M,732.1,-0.0,11.0,8.1,49.439616,1.116617,49.439624,1.116433,
14559614406,Lunch Run,root='Run',21468475,400 m saint ex départ pompier sens horaire,393.3,0.1,10.9,8.3,49.440227,1.114947,49.440206,1.114867,
